Date,BTC_Price,BTC_Open,BTC_High,BTC_Low,BTC_Vol.,Change %,DowJones_Price,Nasdaq_Price,S&P_Price,Gold_Price,BrentOil_Price,Weighted_Average_Sentiment,Most_Influential_Sentiment,Majority_Sentiment
2018-06-10,"6,757.3","7,498.1","7,498.1","6,633.9",57.82K,-9.89%,,,,,,0.06951450875827245,Positive,Positive
2018-06-11,"6,873.3","6,757.3","6,897.0","6,631.0",22.38K,1.72%,"25,322.31","7,659.93","2,782.00",1300.05,74.58,-0.1315634532554729,Negative,Negative
2018-06-12,"6,543.9","6,873.2","6,873.2","6,441.0",32.01K,-4.79%,"25,320.73","7,703.79","2,786.80",1295.66,74.86,0.01418901690178447,Negative,Positive
2018-06-13,"6,295.2","6,543.1","6,611.7","6,125.7",45.58K,-3.80%,"25,201.20","7,695.70","2,775.60",1299.37,75.07,-0.1102045338328292,Negative,Negative
2018-06-14,"6,633.7","6,295.1","6,703.4","6,269.5",33.06K,5.38%,"25,175.31","7,761.04","2,782.50",1302.01,74.77,-0.03114168097575505,Positive,Negative
2018-06-15,"6,385.0","6,638.0","6,655.5","6,360.3",21.29K,-3.75%,"25,090.48","7,746.38","2,779.70",1278.5,72.02,-0.1138074119244852,Negative,Negative
2018-06-18,"6,709.2","6,443.5","6,826.8","6,378.6",26.37K,4.25%,"24,987.47","7,747.02","2,773.80",1278.14,74.87,-0.1664986649946291,Negative,Negative
2018-06-19,"6,737.5","6,711.6","6,832.9","6,666.2",17.38K,0.42%,"24,700.21","7,725.59","2,762.60",1274.4,74.92,0.07113807630248187,Positive,Positive
2018-06-20,"6,760.4","6,732.7","6,818.2","6,560.0",18.71K,0.34%,"24,657.80","7,781.52","2,767.30",1267.71,74.25,-0.04490947015583515,Negative,Positive
2018-06-21,"6,713.5","6,760.0","6,787.1","6,680.1",10.65K,-0.69%,"24,461.70","7,712.95","2,749.80",1267.06,72.87,0.09751902023951213,Negative,Positive
