Date,BTC_Price,BTC_Open,BTC_High,BTC_Low,BTC_Vol.,Change %,DowJones_Price,Nasdaq_Price,S&P_Price,Gold_Price,BrentOil_Price,Weighted_Average_Sentiment,Most_Influential_Sentiment,Majority_Sentiment
2019-04-27,"5,401.8","5,410.9","5,456.9","5,355.4",4.57K,-0.17%,,,,,,-0.1727868219216665,Negative,Negative
2019-04-28,"5,486.8","5,400.6","5,542.2","5,400.6",7.76K,1.57%,,,,,,0.1794573797119988,Positive,Positive
2019-04-29,"5,480.1","5,486.8","5,515.2","5,370.3",7.81K,-0.12%,"26,554.39","8,161.85","2,943.00",1281.5,71.22,0.1399383044668606,Negative,Positive
2019-04-30,"5,599.5","5,480.0","5,612.0","5,454.9",7.44K,2.18%,"26,592.91","8,095.39","2,945.80",1285.7,72.19,-0.3919854760169983,Negative,Negative
2019-05-01,"5,629.6","5,599.6","5,655.0","5,585.5",5.53K,0.54%,"26,430.14","8,049.64","2,923.70",1284.2,72.01,-0.06275930052453821,Positive,Negative
2019-05-02,"5,723.8","5,629.5","5,779.8","5,618.0",11.06K,1.67%,"26,307.79","8,036.77","2,917.50",1272.0,70.56,-0.004040353828006321,Positive,Positive
2019-05-03,"6,016.0","5,729.6","6,139.9","5,716.5",19.48K,5.11%,"26,504.95","8,164.00","2,945.60",1299.2,71.95,-0.04538525839646657,Positive,Negative
2019-05-04,"6,098.3","6,019.9","6,149.1","5,868.2",9.44K,1.37%,,,,,,0.07701256169992335,Positive,Positive
2019-05-05,"6,042.0","6,098.2","6,112.0","5,956.2",5.82K,-0.92%,,,,,,0.1087443793521208,Positive,Positive
2019-05-06,"6,027.9","6,042.0","6,100.3","5,906.8",6.48K,-0.23%,"26,438.48","8,123.29","2,932.50",1283.8,71.95,0.1377011843025684,Positive,Positive
2019-05-07,"6,087.9","6,027.9","6,290.0","6,027.9",11.99K,1.00%,"25,965.09","7,963.76","2,884.10",1285.6,70.98,-0.139220943968547,Positive,Negative
2019-05-08,"6,201.0","6,096.6","6,220.4","6,024.1",8.20K,1.86%,"25,967.33","7,943.32","2,879.40",1281.4,71.09,-0.1810376828207689,Negative,Negative
2019-05-09,"6,258.4","6,201.9","6,309.0","6,165.0",9.68K,0.93%,"25,828.36","7,910.59","2,870.70",1285.2,70.61,-0.06245758410157828,Negative,Negative
2019-05-10,"6,438.7","6,262.0","6,522.0","6,212.6",14.49K,2.88%,"25,942.37","7,916.94","2,881.40",1305.3,71.63,-0.2090811883764608,Negative,Negative
2019-05-11,"7,136.4","6,438.7","7,278.3","6,438.7",37.91K,10.84%,,,,,,0.1033809270177569,Positive,Positive
2019-05-12,"6,979.9","7,125.1","7,448.0","6,860.0",31.96K,-2.19%,,,,,,-0.04043268305914743,Positive,Negative
2019-05-13,"7,753.2","6,980.1","8,049.9","6,883.9",36.47K,11.08%,"25,324.99","7,647.02","2,811.90",1301.8,72.35,-0.01843684529646849,Positive,Negative
2019-05-14,"7,958.3","7,753.2","8,194.1","7,684.1",29.32K,2.65%,"25,532.05","7,734.49","2,834.40",1296.3,72.53,0.0695123929869045,Negative,Positive
2019-05-15,"8,132.9","7,951.9","8,208.9","7,837.6",19.04K,2.19%,"25,648.02","7,822.15","2,851.00",1297.8,73.09,-0.0410491440977369,Negative,Negative
2019-05-16,"7,857.0","8,135.5","8,307.7","7,750.1",22.29K,-3.39%,"25,862.68","7,898.05","2,876.30",1286.2,74.7,-0.1874393217942932,Positive,Negative
2019-05-17,"7,415.4","7,857.5","7,905.7","7,067.4",29.02K,-5.62%,"25,764.00","7,816.28","2,859.50",1298.7,73.94,-0.1651467690544744,Negative,Negative
2019-05-18,"7,260.0","7,418.3","7,509.1","7,210.6",9.32K,-2.10%,,,,,,0.3371250629425049,Positive,Positive
2019-05-19,"8,189.5","7,260.1","8,263.2","7,252.0",23.46K,12.80%,,,,,,0.2475917664441195,Positive,Positive
2019-05-20,"7,985.0","8,188.3","8,188.3","7,601.0",16.90K,-2.50%,"25,679.90","7,702.38","2,840.20",1277.3,73.21,-0.1465159295236363,Negative,Negative
2019-05-21,"7,937.0","7,990.5","8,089.9","7,819.7",7.69K,-0.60%,"25,877.33","7,785.72","2,864.40",1273.2,72.94,-0.2399290154377619,Negative,Negative
2019-05-22,"7,621.1","7,933.6","8,030.0","7,507.9",10.78K,-3.98%,"25,776.61","7,750.84","2,856.30",1274.2,71.94,-0.1740015046671033,Negative,Negative
2019-05-23,"7,872.4","7,619.9","7,957.1","7,496.3",10.55K,3.30%,"25,490.47","7,628.28","2,822.20",1285.4,68.37,-0.09793043542991985,Negative,Negative
2019-05-24,"7,994.9","7,872.1","8,158.6","7,801.6",10.92K,1.56%,"25,585.69","7,637.01","2,826.10",1311.7,67.98,-0.08857002854347229,Positive,Negative
2019-05-25,"8,054.9","7,990.0","8,135.0","7,950.4",4.34K,0.75%,,,,,,-0.0917515754699707,Negative,Neutral
2019-05-26,"8,729.9","8,054.9","8,820.0","7,880.2",20.14K,8.38%,,,,,,0.20154869556427,Positive,Positive
2019-05-27,"8,806.0","8,730.0","8,951.0","8,661.0",17.56K,0.87%,,,,1281.5,67.98,0.03031123876571655,Negative,Positive
2019-05-28,"8,740.9","8,806.1","8,843.7","8,558.3",11.14K,-0.74%,"25,347.77","7,607.35","2,802.40",1277.1,70.19,0.05922285511213191,Positive,Positive
2019-05-29,"8,680.9","8,738.1","8,794.9","8,490.0",10.30K,-0.69%,"25,126.41","7,547.31","2,783.00",1286.3,70.64,-0.01627947971588228,Negative,Positive
2019-05-30,"8,269.9","8,681.2","9,100.0","8,019.7",20.29K,-4.73%,"25,169.88","7,567.72","2,788.90",1292.4,69.55,-0.2023028518472399,Negative,Negative
2019-05-31,"8,533.3","8,268.5","8,550.0","8,112.4",10.93K,3.18%,"24,815.04","7,453.15","2,752.10",1305.8,66.78,-0.02023890270636632,Negative,Positive
2019-06-01,"8,547.0","8,531.9","8,625.0","8,452.0",5.46K,0.16%,,,,,,-0.4075318872928619,Negative,Negative
2019-06-03,"8,103.4","8,740.1","8,740.1","8,050.1",18.66K,-7.28%,"24,819.78","7,333.02","2,744.40",1327.9,63.16,-0.09916560886762081,Negative,Negative
2019-06-04,"7,692.8","8,088.0","8,088.0","7,524.5",28.12K,-5.07%,"25,332.18","7,527.12","2,803.30",1328.7,63.56,-0.06728862971067429,Positive,Negative
2019-06-05,"7,789.3","7,692.8","7,931.0","7,603.0",10.83K,1.25%,"25,539.57","7,575.48","2,826.20",1333.6,62.14,-0.120490500330925,Negative,Negative
2019-06-06,"7,805.6","7,766.3","7,870.6","7,461.0",7.51K,0.21%,"25,720.66","7,615.55","2,843.50",1342.7,62.77,-0.01227905069078718,Negative,Positive
2019-06-07,"7,991.5","7,816.9","8,123.5","7,769.1",13.44K,2.38%,"25,983.94","7,742.10","2,873.30",1346.1,64.1,-0.1289558596909046,Negative,Negative
2019-06-08,"7,924.6","8,002.1","8,064.8","7,802.0",4.77K,-0.84%,,,,,,-0.2699601352214813,Negative,Negative
2019-06-09,"7,639.2","7,924.0","7,961.0","7,502.5",6.83K,-3.60%,,,,,,0.05587994679808617,Positive,Negative
2019-06-10,"8,013.7","7,622.5","8,046.3","7,523.3",8.90K,4.90%,"26,062.68","7,823.17","2,886.70",1329.3,64.31,0.02284146944681803,Negative,Positive
2019-06-11,"7,904.1","8,018.8","8,048.9","7,711.3",6.53K,-1.37%,"26,048.51","7,822.57","2,885.70",1331.2,63.56,-0.01962839886546135,Negative,Negative
2019-06-12,"8,175.4","7,903.1","8,238.8","7,822.3",9.14K,3.43%,"26,004.83","7,792.72","2,879.80",1336.8,61.66,0.0842189418303,Positive,Positive
2019-06-13,"8,227.4","8,177.6","8,333.0","8,038.9",8.89K,0.64%,"26,106.77","7,837.13","2,891.60",1343.7,63.28,0.009989987279093542,Positive,Positive
2019-06-14,"8,689.1","8,230.0","8,714.9","8,163.3",12.71K,5.61%,"26,089.61","7,796.66","2,887.00",1361.2,63.13,0.07402805282789118,Negative,Positive
2019-06-15,"8,856.0","8,689.0","8,904.1","8,611.0",9.40K,1.92%,,,,,,-0.04606614510218302,Negative,Neutral
2019-06-16,"8,986.0","8,852.8","9,389.6","8,803.0",20.91K,1.47%,,,,,,0.3140213489532471,Positive,Positive
2019-06-17,"9,356.0","8,986.0","9,489.9","8,986.0",14.17K,4.12%,"26,112.53","7,845.02","2,889.70",1342.9,62.56,-0.04163817388396109,Negative,Positive
2019-06-18,"9,095.9","9,351.0","9,370.9","8,945.4",10.59K,-2.78%,"26,465.54","7,953.88","2,917.80",1350.7,63.35,-0.1674561214943727,Negative,Negative
2019-06-19,"9,305.9","9,094.9","9,339.9","9,062.0",5.77K,2.31%,"26,504.00","7,987.32","2,926.50",1348.8,62.85,-0.1429407958473478,Negative,Negative
2019-06-20,"9,557.1","9,306.0","9,620.8","9,241.0",10.59K,2.70%,"26,753.17","8,051.34","2,954.20",1393.1,65.44,-0.2030389230040943,Negative,Negative
2019-06-21,"10,236.0","9,557.8","10,249.0","9,557.8",22.23K,7.10%,"26,719.13","8,031.71","2,950.50",1400.1,65.99,-0.1205255757359897,Negative,Negative
2019-06-22,"10,747.9","10,227.0","11,210.0","10,098.2",36.68K,5.00%,,,,,,0.05787284536795183,Positive,Positive
2019-06-23,"10,916.0","10,745.0","11,368.0","10,576.0",18.59K,1.56%,,,,,,-0.05335153825581074,Positive,Negative
2019-06-24,"11,053.0","10,913.0","11,135.0","10,560.0",14.40K,1.26%,"26,727.54","8,005.70","2,945.30",1418.2,65.16,-0.0404952039589753,Positive,Negative
2019-06-25,"11,751.0","11,070.0","11,780.0","10,992.4",21.85K,6.32%,"26,548.22","7,884.72","2,917.40",1418.7,66.24,0.02775654544432958,Negative,Positive
2019-06-26,"12,876.0","11,746.0","13,764.0","11,693.0",55.59K,9.57%,"26,536.82","7,909.97","2,913.80",1415.4,66.85,-0.01278920613584064,Positive,Negative
2019-06-27,"11,200.0","12,876.0","13,222.0","10,397.0",47.61K,-13.02%,"26,526.58","7,967.76","2,924.90",1412.0,66.78,-0.2572833287949656,Negative,Negative
2019-06-28,"12,349.0","11,183.0","12,404.0","10,812.0",31.98K,10.26%,"26,599.96","8,006.24","2,941.80",1413.7,67.52,-0.2083297611938583,Negative,Negative
2019-06-29,"11,921.0","12,350.7","12,350.7","11,375.0",20.39K,-3.47%,,,,,,0.01761359473069509,Positive,Positive
2019-06-30,"10,745.0","11,973.0","12,229.0","10,705.0",19.07K,-9.86%,,,,,,-0.09812175668776035,Positive,Negative
2019-07-01,"10,639.0","10,777.0","11,221.0","10,099.0",24.90K,-0.99%,"26,717.43","8,091.16","2,964.30",1389.3,65.1,0.01964675262570381,Negative,Positive
2019-07-02,"10,866.0","10,639.8","10,961.0","9,745.1",28.78K,2.13%,"26,786.68","8,109.09","2,973.00",1408.0,62.72,-0.09788961002701208,Negative,Negative
2019-07-03,"11,984.0","10,903.0","12,004.0","10,903.0",28.09K,10.29%,"26,966.00","8,170.23","2,995.80",1442.2,63.53,-0.1201319504867901,Negative,Negative
2019-07-04,"11,169.0","12,000.0","12,063.5","11,057.0",19.84K,-6.80%,,,,1420.1,63.62,-0.1018703243006831,Positive,Negative
2019-07-05,"10,998.0","11,141.0","11,440.0","10,802.0",16.37K,-1.53%,"26,922.12","8,161.79","2,990.40",1417.7,64.23,-0.08802659809589386,Negative,Negative
2019-07-06,"11,283.0","10,983.0","11,720.0","10,983.0",12.21K,2.59%,,,,,,-0.1209670390401568,Negative,Negative
2019-07-07,"11,486.0","11,276.0","11,618.0","11,121.6",8.42K,1.80%,,,,,,0.2434930106004079,Positive,Positive
2019-07-08,"12,301.0","11,484.0","12,382.0","11,339.0",17.84K,7.10%,"26,806.14","8,098.38","2,975.90",1400.0,64.89,-0.1128115360483979,Negative,Negative
2019-07-09,"12,553.0","12,301.5","12,811.0","12,173.0",19.16K,2.05%,"26,783.49","8,141.73","2,979.60",1400.5,64.3,-0.01845464458068212,Negative,Positive
2019-07-10,"12,093.0","12,564.0","13,173.0","11,572.0",36.06K,-3.66%,"26,860.20","8,202.53","2,993.10",1412.5,66.41,-0.1138219494993488,Negative,Negative
2019-07-11,"11,340.0","12,092.0","12,092.0","11,006.0",21.60K,-6.23%,"27,088.08","8,196.04","2,999.90",1406.7,67.64,-0.2327245747627214,Negative,Negative
2019-07-12,"11,765.0","11,327.0","11,900.0","11,100.0",12.25K,3.75%,"27,332.03","8,244.14","3,013.80",1431.0,66.65,-0.2379378214478493,Negative,Negative
2019-07-13,"11,312.0","11,779.0","11,803.0","10,806.0",14.72K,-3.85%,,,,,,-0.2300025948456355,Negative,Negative
2019-07-14,"10,206.8","11,324.0","11,390.0","10,125.0",22.49K,-9.77%,,,,,,-0.246384110301733,Positive,Negative
2019-07-15,"10,820.0","10,193.0","11,043.0","9,920.6",21.44K,6.01%,"27,359.16","8,258.18","3,014.30",1413.5,66.86,-0.1173541090990368,Negative,Negative
2019-07-16,"9,410.0","10,813.0","10,991.0","9,378.0",26.18K,-13.03%,"27,335.63","8,222.80","3,004.00",1411.2,65.87,-0.2465944600105286,Negative,Negative
2019-07-17,"9,683.2","9,418.4","9,963.1","9,090.0",23.12K,2.90%,"27,219.85","8,185.21","2,984.40",1423.3,63.67,-0.1637492696444194,Negative,Negative
2019-07-18,"10,622.0","9,691.2","10,750.0","9,271.6",28.83K,9.70%,"27,222.97","8,207.24","2,995.10",1428.1,60.7,-0.09964547238566658,Negative,Negative
2019-07-19,"10,519.0","10,624.0","10,759.0","10,132.7",13.16K,-0.97%,"27,154.20","8,146.49","2,976.60",1450.3,61.04,-0.1574962716549635,Positive,Negative
2019-07-20,"10,740.0","10,517.6","11,085.0","10,402.0",12.13K,2.10%,,,,,,-0.1631819537052741,Negative,Negative
2019-07-21,"10,569.4","10,741.0","10,811.0","10,300.0",8.25K,-1.59%,,,,,,-0.08246549505453843,Positive,Negative
2019-07-22,"10,329.0","10,572.0","10,667.0","10,094.0",10.90K,-2.27%,"27,171.90","8,204.14","2,985.00",1426.9,61.96,-0.1204067498445511,Negative,Negative
2019-07-23,"9,854.9","10,330.0","10,330.0","9,824.5",9.77K,-4.59%,"27,349.19","8,251.40","3,005.50",1421.7,62.28,-0.1488634513484107,Negative,Negative
2019-07-24,"9,771.0","9,859.0","9,917.7","9,541.9",11.57K,-0.85%,"27,269.97","8,321.50","3,019.60",1423.6,63.83,-0.09355968891120539,Negative,Negative
2019-07-25,"9,890.1","9,772.0","10,180.0","9,735.0",9.22K,1.22%,"27,140.98","8,238.54","3,003.70",1414.7,63.47,-0.0823774029468668,Positive,Negative
2019-07-26,"9,842.5","9,888.0","9,899.0","9,672.0",5.12K,-0.48%,"27,192.45","8,330.21","3,025.90",1460.4,62.46,-0.2002326613292098,Negative,Negative
2019-07-27,"9,465.7","9,840.3","10,189.0","9,300.3",11.77K,-3.83%,,,,,,-0.1306600086390972,Negative,Negative
2019-07-28,"9,519.0","9,463.1","9,604.2","9,112.3",7.75K,0.56%,,,,,,-0.006583716720342636,Positive,Negative
2019-07-29,"9,507.0","9,530.0","9,690.0","9,396.6",5.70K,-0.13%,"27,221.35","8,293.33","3,021.00",1433.3,62.29,-0.08926071362061934,Negative,Negative
2019-07-30,"9,589.0","9,503.5","9,736.0","9,401.6",5.19K,0.86%,"27,198.02","8,273.61","3,013.20",1441.8,62.55,-0.08070718935307335,Negative,Negative
2019-07-31,"10,088.0","9,588.9","10,099.0","9,575.5",7.94K,5.20%,"26,864.27","8,175.42","2,980.40",1437.8,64.07,-0.06673938317878826,Negative,Negative
2019-08-01,"10,399.0","10,096.0","10,500.0","9,899.9",7.78K,3.08%,"26,583.42","8,111.12","2,953.60",1432.4,62.9,-0.1002330770415645,Negative,Negative
2019-08-02,"10,519.0","10,400.0","10,648.3","10,345.0",8.44K,1.15%,"26,485.01","8,004.07","2,932.10",1448.7,61.12,-0.01933614265274357,Negative,Negative
2019-08-03,"10,822.0","10,520.0","10,910.0","10,506.0",7.42K,2.88%,,,,,,-0.09591976180672646,Positive,Negative
2019-08-04,"10,973.0","10,822.0","11,060.0","10,595.0",9.28K,1.40%,,,,,,0.4874755442142487,Positive,Positive
2019-08-05,"11,808.0","10,974.0","11,938.0","10,973.0",16.13K,7.61%,"25,717.74","7,726.04","2,844.70",1476.5,59.32,-0.08587282547291289,Positive,Negative
2019-08-06,"11,471.2","11,824.0","12,307.0","11,268.0",19.34K,-2.85%,"26,029.52","7,833.27","2,881.80",1484.2,58.63,-0.09750348510164203,Negative,Negative
2019-08-07,"11,997.0","11,472.0","12,122.0","11,386.0",13.66K,4.58%,"26,007.07","7,862.83","2,884.00",1519.6,55.03,-0.2194064202554086,Positive,Negative
2019-08-08,"12,060.0","11,999.0","12,126.0","11,570.0",10.97K,0.53%,"26,378.19","8,039.16","2,938.10",1509.5,56.29,0.03643475857473189,Negative,Positive
2019-08-09,"11,893.0","12,051.0","12,092.7","11,711.0",7.81K,-1.38%,"26,287.44","7,959.14","2,918.70",1514.5,57.37,-0.06918961008389792,Negative,Positive
2019-08-10,"11,314.0","11,892.0","12,003.0","11,263.0",9.02K,-4.87%,,,,,,-0.2587040828333961,Positive,Negative
2019-08-11,"11,586.0","11,308.0","11,594.0","11,158.0",5.44K,2.40%,,,,,,0.05435471351330097,Positive,Positive
2019-08-12,"11,404.0","11,577.0","11,578.8","11,272.0",3.20K,-1.57%,"25,907.37","7,863.41","2,883.80",1517.2,57.13,-0.01608099744600408,Negative,Positive
2019-08-13,"10,904.0","11,411.0","11,468.0","10,801.0",9.00K,-4.38%,"26,279.91","8,016.36","2,926.30",1514.1,59.9,-0.1291553879656443,Negative,Negative
2019-08-14,"10,067.0","10,904.0","10,909.0","9,980.0",14.51K,-7.68%,"25,479.42","7,773.94","2,840.60",1527.8,57.86,-0.1825667887926102,Negative,Negative
2019-08-15,"10,327.0","10,067.0","10,470.0","9,522.5",17.37K,2.58%,"25,579.39","7,766.62","2,847.60",1531.2,57.37,-0.2007618023212566,Negative,Negative
2019-08-16,"10,366.0","10,324.0","10,568.0","9,783.4",12.89K,0.38%,"25,886.01","7,895.99","2,888.70",1529.4,59,-0.1264877882786095,Negative,Negative
2019-08-17,"10,228.0","10,372.0","10,487.0","10,004.1",4.89K,-1.33%,,,,,,-0.2545429095625877,Negative,Negative
