Date,BTC_Price,BTC_Open,BTC_High,BTC_Low,BTC_Vol.,Change %,DowJones_Price,Nasdaq_Price,S&P_Price,Gold_Price,BrentOil_Price,Weighted_Average_Sentiment,Most_Influential_Sentiment,Majority_Sentiment
2018-07-07,6761.7,6602.2,6826.1,6511.5,15290.0,0.0242,24456.48,7688.39,2759.8,1255.8,74.98,-0.5530338287353516,Negative,Negative
2018-07-08,6707.0,6761.8,6790.8,6669.1,13710.0,-0.008100000000000001,24456.48,7688.39,2759.8,1255.8,74.98,-0.1844853709141413,Negative,Negative
2018-07-09,6666.7,6705.9,6820.0,6617.1,16300.0,-0.006,24776.59,7756.2,2784.2,1257.52,77.08,-0.1251938616236051,Negative,Negative
2018-07-10,6301.5,6666.9,6680.1,6269.3,28020.0,-0.0548,24919.66,7759.2,2793.8,1255.64,77.8,-0.1533427461981773,Negative,Negative
2018-07-11,6377.8,6299.0,6402.8,6287.7,16410.0,0.0121,24700.45,7716.61,2774.0,1241.94,75.35,-0.003222163021564484,Negative,Positive
2018-07-12,6249.0,6377.7,6377.7,6080.8,24980.0,-0.0202,24924.89,7823.92,2798.3,1246.88,72.11,-0.0872060366367039,Negative,Negative
2018-07-13,6220.0,6240.6,6335.1,6133.4,20090.0,-0.0046,25019.41,7825.98,2801.3,1241.2,74.11,-0.01409840304404497,Negative,Positive
2018-07-14,6250.1,6219.7,6320.0,6179.3,8900.0,0.0048,25019.41,7825.98,2801.3,1241.2,74.11,0.277146394054095,Negative,Positive
2018-07-15,6347.2,6250.0,6388.9,6232.3,10990.0,0.0155,25019.41,7825.98,2801.3,1241.2,74.11,-0.06873506307601929,Positive,Negative
2018-07-16,6729.2,6347.7,6750.0,6328.9,31000.0,0.0602,25064.36,7805.72,2798.4,1240.76,71.03,0.08244916942061448,Positive,Positive
2018-07-17,7319.8,6734.3,7462.9,6667.4,48120.0,0.08779999999999999,25119.89,7855.12,2809.6,1228.12,70.87,0.1748202750864236,Negative,Positive
2018-07-18,7379.4,7320.0,7586.5,7249.9,39620.0,0.008100000000000001,25199.29,7854.44,2815.6,1228.12,70.52,-0.03670738061720675,Negative,Negative
2018-07-19,7473.5,7379.8,7559.9,7282.9,22190.0,0.0128,25064.5,7825.3,2804.5,1222.6,71.94,0.06429450070628753,Positive,Positive
2018-07-20,7333.1,7473.6,7681.0,7278.2,32740.000000000004,-0.018799999999999997,25058.12,7820.2,2801.8,1231.1,71.99,0.04059679574436612,Positive,Positive
2018-07-21,7403.3,7333.0,7458.0,7221.0,11410.0,0.0096,25058.12,7820.2,2801.8,1231.1,71.99,0.414925143122673,Positive,Positive
2018-07-22,7400.5,7403.4,7572.7,7338.9,17170.0,-0.0004,25058.12,7820.2,2801.8,1231.1,71.99,0.2393402218818665,Positive,Positive
2018-07-23,7719.8,7397.7,7800.7,7374.1,47520.0,0.0431,25044.29,7841.87,2807.0,1225.2,73.45,-0.1399941854178905,Positive,Negative
2018-07-24,8394.5,7719.8,8500.2,7692.3,64680.00000000001,0.0874,25241.94,7840.77,2820.4,1224.32,73.53,-0.07610240832288215,Positive,Negative
2018-07-25,8176.0,8380.0,8485.7,8073.0,36970.0,-0.026000000000000002,25414.1,7932.24,2846.1,1231.72,73.67,0.08637607808817517,Positive,Positive
2018-07-26,7939.0,8178.4,8313.1,7869.8,32780.0,-0.028999999999999998,25527.07,7852.19,2837.4,1222.52,74.51,-0.1039557450761398,Positive,Negative
2018-07-27,8185.7,7933.5,8280.3,7815.1,34220.0,0.0311,25451.06,7737.42,2818.8,1223.0,74.84,-0.1302617991842875,Negative,Negative
2018-07-28,8246.4,8188.0,8246.4,8073.9,13660.0,0.0074,25451.06,7737.42,2818.8,1223.0,74.84,-0.1709854975342751,Negative,Negative
2018-07-29,8221.0,8235.7,8293.9,8123.0,10190.0,-0.0031,25451.06,7737.42,2818.8,1223.0,74.84,-0.2369236775806972,Positive,Negative
2018-07-30,8179.6,8218.5,8274.2,7862.9,37580.0,-0.005,25306.83,7630.0,2802.6,1221.38,74.99,0.07534056458067387,Positive,Positive
2018-07-31,7730.6,8179.5,8179.5,7670.0,43550.0,-0.054900000000000004,25415.19,7671.79,2816.3,1223.38,74.16,-0.06881824291000764,Negative,Negative
